Experimental_index,DP_Group,LA/GA,Polymer_MW,CL Ratio,Drug_Tm,Drug_Pka,Initial D/M ratio,DLC,SA-V,SE,Drug_Mw,Drug_TPSA,Drug_NHA,Drug_LogP,Time,T=0.25,T=0.5,T=1.0,Release
151,PTX-PVL-co-PAVL,0.00,32250.00,0.14,216.50,10.36,0.83,0.18,2.89,0.50,853.92,221.29,15.00,3.74,77.00,0.06,0.10,0.13,0.84
151,PTX-PVL-co-PAVL,0.00,32250.00,0.14,216.50,10.36,0.83,0.18,2.89,0.50,853.92,221.29,15.00,3.74,82.00,0.06,0.10,0.13,0.85
151,PTX-PVL-co-PAVL,0.00,32250.00,0.14,216.50,10.36,0.83,0.18,2.89,0.50,853.92,221.29,15.00,3.74,84.00,0.06,0.10,0.13,0.85
151,PTX-PVL-co-PAVL,0.00,32250.00,0.14,216.50,10.36,0.83,0.18,2.89,0.50,853.92,221.29,15.00,3.74,88.00,0.06,0.10,0.13,0.85
151,PTX-PVL-co-PAVL,0.00,32250.00,0.14,216.50,10.36,0.83,0.18,2.89,0.50,853.92,221.29,15.00,3.74,91.00,0.06,0.10,0.13,0.85
152,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.18,2.89,0.50,853.92,221.29,15.00,3.74,0.00,0.06,0.09,0.12,0.00
152,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.18,2.89,0.50,853.92,221.29,15.00,3.74,0.04,0.06,0.09,0.12,0.02
152,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.18,2.89,0.50,853.92,221.29,15.00,3.74,0.13,0.06,0.09,0.12,0.04
152,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.18,2.89,0.50,853.92,221.29,15.00,3.74,0.29,0.06,0.09,0.12,0.06
152,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.18,2.89,0.50,853.92,221.29,15.00,3.74,1.00,0.06,0.09,0.12,0.12
152,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.18,2.89,0.50,853.92,221.29,15.00,3.74,2.00,0.06,0.09,0.12,0.18
152,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.18,2.89,0.50,853.92,221.29,15.00,3.74,3.00,0.06,0.09,0.12,0.21
152,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.18,2.89,0.50,853.92,221.29,15.00,3.74,4.00,0.06,0.09,0.12,0.24
152,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.18,2.89,0.50,853.92,221.29,15.00,3.74,5.00,0.06,0.09,0.12,0.28
152,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.18,2.89,0.50,853.92,221.29,15.00,3.74,6.00,0.06,0.09,0.12,0.29
152,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.18,2.89,0.50,853.92,221.29,15.00,3.74,7.00,0.06,0.09,0.12,0.32
152,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.18,2.89,0.50,853.92,221.29,15.00,3.74,11.00,0.06,0.09,0.12,0.43
152,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.18,2.89,0.50,853.92,221.29,15.00,3.74,14.00,0.06,0.09,0.12,0.48
152,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.18,2.89,0.50,853.92,221.29,15.00,3.74,18.00,0.06,0.09,0.12,0.56
152,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.18,2.89,0.50,853.92,221.29,15.00,3.74,21.00,0.06,0.09,0.12,0.61
152,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.18,2.89,0.50,853.92,221.29,15.00,3.74,25.00,0.06,0.09,0.12,0.67
152,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.18,2.89,0.50,853.92,221.29,15.00,3.74,28.00,0.06,0.09,0.12,0.71
152,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.18,2.89,0.50,853.92,221.29,15.00,3.74,32.00,0.06,0.09,0.12,0.76
152,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.18,2.89,0.50,853.92,221.29,15.00,3.74,35.00,0.06,0.09,0.12,0.78
152,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.18,2.89,0.50,853.92,221.29,15.00,3.74,39.00,0.06,0.09,0.12,0.82
152,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.18,2.89,0.50,853.92,221.29,15.00,3.74,42.00,0.06,0.09,0.12,0.85
152,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.18,2.89,0.50,853.92,221.29,15.00,3.74,46.00,0.06,0.09,0.12,0.87
152,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.18,2.89,0.50,853.92,221.29,15.00,3.74,49.00,0.06,0.09,0.12,0.88
152,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.18,2.89,0.50,853.92,221.29,15.00,3.74,53.00,0.06,0.09,0.12,0.90
152,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.18,2.89,0.50,853.92,221.29,15.00,3.74,56.00,0.06,0.09,0.12,0.91
152,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.18,2.89,0.50,853.92,221.29,15.00,3.74,60.00,0.06,0.09,0.12,0.92
152,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.18,2.89,0.50,853.92,221.29,15.00,3.74,63.00,0.06,0.09,0.12,0.92
152,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.18,2.89,0.50,853.92,221.29,15.00,3.74,67.00,0.06,0.09,0.12,0.92
152,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.18,2.89,0.50,853.92,221.29,15.00,3.74,70.00,0.06,0.09,0.12,0.92
153,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,0.00,0.02,0.03,0.05,0.00
153,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,0.04,0.02,0.03,0.05,0.01
153,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,0.13,0.02,0.03,0.05,0.01
153,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,0.29,0.02,0.03,0.05,0.02
153,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,1.00,0.02,0.03,0.05,0.05
153,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,2.00,0.02,0.03,0.05,0.10
153,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,3.00,0.02,0.03,0.05,0.13
153,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,4.00,0.02,0.03,0.05,0.16
153,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,5.00,0.02,0.03,0.05,0.18
153,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,6.00,0.02,0.03,0.05,0.19
153,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,7.00,0.02,0.03,0.05,0.22
153,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,11.00,0.02,0.03,0.05,0.31
153,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,14.00,0.02,0.03,0.05,0.35
153,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,18.00,0.02,0.03,0.05,0.41
153,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,21.00,0.02,0.03,0.05,0.45
153,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,25.00,0.02,0.03,0.05,0.50
153,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,28.00,0.02,0.03,0.05,0.53
153,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,32.00,0.02,0.03,0.05,0.57
153,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,35.00,0.02,0.03,0.05,0.60
153,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,39.00,0.02,0.03,0.05,0.64
153,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,42.00,0.02,0.03,0.05,0.66
153,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,46.00,0.02,0.03,0.05,0.68
153,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,49.00,0.02,0.03,0.05,0.70
153,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,53.00,0.02,0.03,0.05,0.72
153,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,56.00,0.02,0.03,0.05,0.74
153,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,60.00,0.02,0.03,0.05,0.76
153,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,63.00,0.02,0.03,0.05,0.77
153,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,67.00,0.02,0.03,0.05,0.78
153,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,70.00,0.02,0.03,0.05,0.79
153,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,74.00,0.02,0.03,0.05,0.81
153,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,77.00,0.02,0.03,0.05,0.82
153,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,81.00,0.02,0.03,0.05,0.82
154,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.20,2.89,0.50,853.92,221.29,15.00,3.74,0.00,0.02,0.04,0.08,0.00
154,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.20,2.89,0.50,853.92,221.29,15.00,3.74,0.04,0.02,0.04,0.08,0.01
154,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.20,2.89,0.50,853.92,221.29,15.00,3.74,0.13,0.02,0.04,0.08,0.01
154,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.20,2.89,0.50,853.92,221.29,15.00,3.74,0.29,0.02,0.04,0.08,0.03
154,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.20,2.89,0.50,853.92,221.29,15.00,3.74,1.00,0.02,0.04,0.08,0.08
154,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.20,2.89,0.50,853.92,221.29,15.00,3.74,2.00,0.02,0.04,0.08,0.12
154,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.20,2.89,0.50,853.92,221.29,15.00,3.74,3.00,0.02,0.04,0.08,0.16
154,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.20,2.89,0.50,853.92,221.29,15.00,3.74,4.00,0.02,0.04,0.08,0.19
154,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.20,2.89,0.50,853.92,221.29,15.00,3.74,5.00,0.02,0.04,0.08,0.22
154,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.20,2.89,0.50,853.92,221.29,15.00,3.74,6.00,0.02,0.04,0.08,0.23
154,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.20,2.89,0.50,853.92,221.29,15.00,3.74,7.00,0.02,0.04,0.08,0.25
154,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.20,2.89,0.50,853.92,221.29,15.00,3.74,11.00,0.02,0.04,0.08,0.34
154,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.20,2.89,0.50,853.92,221.29,15.00,3.74,14.00,0.02,0.04,0.08,0.39
154,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.20,2.89,0.50,853.92,221.29,15.00,3.74,18.00,0.02,0.04,0.08,0.46
154,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.20,2.89,0.50,853.92,221.29,15.00,3.74,21.00,0.02,0.04,0.08,0.50
154,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.20,2.89,0.50,853.92,221.29,15.00,3.74,25.00,0.02,0.04,0.08,0.56
154,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.20,2.89,0.50,853.92,221.29,15.00,3.74,28.00,0.02,0.04,0.08,0.59
154,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.20,2.89,0.50,853.92,221.29,15.00,3.74,32.00,0.02,0.04,0.08,0.63
154,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.20,2.89,0.50,853.92,221.29,15.00,3.74,35.00,0.02,0.04,0.08,0.66
154,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.20,2.89,0.50,853.92,221.29,15.00,3.74,39.00,0.02,0.04,0.08,0.70
154,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.20,2.89,0.50,853.92,221.29,15.00,3.74,42.00,0.02,0.04,0.08,0.72
154,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.20,2.89,0.50,853.92,221.29,15.00,3.74,46.00,0.02,0.04,0.08,0.74
154,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.20,2.89,0.50,853.92,221.29,15.00,3.74,49.00,0.02,0.04,0.08,0.76
154,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.20,2.89,0.50,853.92,221.29,15.00,3.74,53.00,0.02,0.04,0.08,0.78
154,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.20,2.89,0.50,853.92,221.29,15.00,3.74,56.00,0.02,0.04,0.08,0.80
154,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.20,2.89,0.50,853.92,221.29,15.00,3.74,60.00,0.02,0.04,0.08,0.82
154,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.20,2.89,0.50,853.92,221.29,15.00,3.74,63.00,0.02,0.04,0.08,0.82
154,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.20,2.89,0.50,853.92,221.29,15.00,3.74,67.00,0.02,0.04,0.08,0.83
154,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.20,2.89,0.50,853.92,221.29,15.00,3.74,70.00,0.02,0.04,0.08,0.84
154,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.20,2.89,0.50,853.92,221.29,15.00,3.74,74.00,0.02,0.04,0.08,0.85
154,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.20,2.89,0.50,853.92,221.29,15.00,3.74,77.00,0.02,0.04,0.08,0.86
154,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.20,2.89,0.50,853.92,221.29,15.00,3.74,81.00,0.02,0.04,0.08,0.86
154,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.20,2.89,0.50,853.92,221.29,15.00,3.74,84.00,0.02,0.04,0.08,0.86
154,PTX-PVL-co-PAVL,0.00,32625.00,0.13,216.50,10.36,0.83,0.20,2.89,0.50,853.92,221.29,15.00,3.74,102.00,0.02,0.04,0.08,0.87
155,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,0.00,0.01,0.02,0.05,0.00
155,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,0.04,0.01,0.02,0.05,0.00
155,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,0.13,0.01,0.02,0.05,0.00
155,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,0.29,0.01,0.02,0.05,0.01
155,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,1.00,0.01,0.02,0.05,0.05
155,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,2.00,0.01,0.02,0.05,0.11
155,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,3.00,0.01,0.02,0.05,0.14
155,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,4.00,0.01,0.02,0.05,0.17
155,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,5.00,0.01,0.02,0.05,0.19
155,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,6.00,0.01,0.02,0.05,0.21
155,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,7.00,0.01,0.02,0.05,0.23
155,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,11.00,0.01,0.02,0.05,0.33
155,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,14.00,0.01,0.02,0.05,0.37
155,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,18.00,0.01,0.02,0.05,0.45
155,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,21.00,0.01,0.02,0.05,0.49
155,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,25.00,0.01,0.02,0.05,0.54
155,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,28.00,0.01,0.02,0.05,0.57
155,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,32.00,0.01,0.02,0.05,0.61
155,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,35.00,0.01,0.02,0.05,0.64
155,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,39.00,0.01,0.02,0.05,0.68
155,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,42.00,0.01,0.02,0.05,0.70
155,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,46.00,0.01,0.02,0.05,0.72
155,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,49.00,0.01,0.02,0.05,0.73
155,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,53.00,0.01,0.02,0.05,0.76
155,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,56.00,0.01,0.02,0.05,0.77
155,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,60.00,0.01,0.02,0.05,0.78
155,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,63.00,0.01,0.02,0.05,0.79
155,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,67.00,0.01,0.02,0.05,0.79
155,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,70.00,0.01,0.02,0.05,0.79
156,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,0.00,0.01,0.03,0.07,0.00
156,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,0.04,0.01,0.03,0.07,0.00
156,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,0.13,0.01,0.03,0.07,0.01
156,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,0.29,0.01,0.03,0.07,0.01
156,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,1.00,0.01,0.03,0.07,0.07
156,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,2.00,0.01,0.03,0.07,0.13
156,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,3.00,0.01,0.03,0.07,0.17
156,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,4.00,0.01,0.03,0.07,0.21
156,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,5.00,0.01,0.03,0.07,0.23
156,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,6.00,0.01,0.03,0.07,0.26
156,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,7.00,0.01,0.03,0.07,0.28
156,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,11.00,0.01,0.03,0.07,0.40
156,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,14.00,0.01,0.03,0.07,0.45
156,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,18.00,0.01,0.03,0.07,0.53
156,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,21.00,0.01,0.03,0.07,0.57
156,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,25.00,0.01,0.03,0.07,0.63
156,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,28.00,0.01,0.03,0.07,0.66
156,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,32.00,0.01,0.03,0.07,0.71
156,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,35.00,0.01,0.03,0.07,0.74
156,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,39.00,0.01,0.03,0.07,0.77
156,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,42.00,0.01,0.03,0.07,0.79
156,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,46.00,0.01,0.03,0.07,0.82
156,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,49.00,0.01,0.03,0.07,0.84
156,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,53.00,0.01,0.03,0.07,0.86
156,PTX-PVL-co-PAVL,0.00,33250.00,0.11,216.50,10.36,0.83,0.22,2.89,0.50,853.92,221.29,15.00,3.74,56.00,0.01,0.03,0.07,0.88
